,Y,T,X1,X2,X3,X4,X5
0,-2.0995859081310426,0.0,-0.6070413332997072,-0.111218039418653,0.7083290096619627,0.17228666684873545,-0.20723879005883344
1,-4.247590912504358,0.0,-0.17957759709356175,-0.6400853951655958,-0.49713108783184046,-0.6294290619847837,-0.058887092459673114
2,-6.617312362336863,1.0,-1.1207362862665118,-1.1992589424767568,-2.497666421137914,-0.4661792110820786,-1.4939946351939852
3,-3.088377904148701,0.0,0.6730488989174774,-0.025631440096514947,0.7606198019050711,0.06795037697651989,-0.04031158796812258
4,8.595822782646552,1.0,0.8141033503658559,0.4728734621236412,0.9054016416350158,0.8660326932421262,0.6022823195714924
5,6.941331672981396,1.0,0.5327289921437331,0.9825995671838449,1.7479517974079724,0.8660235221997414,0.5244487436954789
6,2.0359024930988205,0.0,0.416546811921922,0.3900847449981785,-0.5798288236231616,1.1644554546697283,0.4055981114237899
7,12.694209596582418,1.0,0.616181545306711,0.8772359373823265,0.5265944306511967,1.1209389115207131,0.9432226554791568
8,10.486380959414024,0.0,0.6214306876753583,1.7430350918484927,1.2286714736421205,1.270663254862889,1.1847156060411124
9,2.0817448448894487,0.0,-0.1694495306321031,0.8013215388887173,-0.10305176388730614,-0.3474986688496827,-0.0025329890699625954
10,-4.471412848225934,0.0,-0.6572523287504679,0.6981370236742264,-0.21636248002278555,0.6784658120764088,-0.4749599079644659
11,7.352227400007548,0.0,0.4013337611396092,-0.7216460946229648,0.28024635427919853,0.21166490314803738,1.1274050296541012
12,-6.8742360530350854,1.0,-1.1326359738372809,-1.4310655405300228,-0.015691184229732646,-0.36516842901448926,-1.0582623748054236
13,-6.877903498754057,0.0,0.366839718623248,-0.8565137801131524,-0.003296420040448567,-1.3674387864725444,-1.021141332162632
14,-8.381910792659427,1.0,-2.697173855772505,-1.3183156058807417,-0.8074015834675431,-1.8377961095111333,-1.8106967278167911
15,0.5157925576944143,1.0,-0.45787356627618514,-0.5091218683719014,0.5777938502729858,0.8083277122374424,-0.22905126821612523
16,0.4732571251706361,1.0,0.5918271774357721,0.30153370844762867,1.417570998899993,-0.47209521303656377,-0.5138455029353384
17,-1.749305841056234,1.0,-1.3046198084611123,-2.4806064694125385,-1.783416348321688,-1.4044797645682223,-0.6715855410861882
